business_id,promoter_credit_score,commercial_assets_value,bank_asset_value,gst_monthly_turnover_inr,gst_filing_regularity_score,upi_txn_frequency_monthly,upi_txn_volume_inr_monthly,epfo_contribution_consistency_months,aa_linked_accounts_count,financial_health_score,financial_health_category
1992,431,7300000,5700000,356967.0,51.1,12,470827.0,8.0,5,46.7,Fair
1993,851,3400000,5300000,665133.0,100.0,47,662088.0,,3,61.6,Fair
1994,760,9700000,12900000,902588.0,80.0,33,,7.0,4,65.6,Good
1995,716,1200000,400000,59095.0,80.7,1,31481.0,,4,58.7,Fair
1996,744,4000000,1600000,,,24,263040.0,10.0,4,47.5,Fair
1997,740,3700000,9900000,713113.0,81.9,21,894014.0,,5,49.0,Fair
1998,759,11600000,10900000,871257.0,84.0,36,751545.0,9.0,4,67.7,Good
1999,517,0,10100000,774801.0,58.0,27,1092895.0,,4,42.8,Fair
2000,895,3400000,4200000,239012.0,100.0,5,247179.0,,3,53.8,Fair
2001,315,7600000,5900000,604488.0,14.3,1,578348.0,0.0,3,43.5,Fair
2002,527,4900000,3100000,319330.0,35.8,39,366337.0,,3,41.1,Fair
2003,853,3000000,3100000,,,6,480613.0,12.0,3,69.1,Good
2004,747,2400000,6000000,549254.0,78.9,17,704226.0,12.0,5,57.8,Fair
2005,892,17500000,12700000,999012.0,86.3,63,2099273.0,10.0,5,75.1,Good
2006,856,5400000,9400000,579375.0,92.3,2,355856.0,12.0,5,58.8,Fair
2007,324,3800000,4300000,766187.0,8.5,18,578809.0,0.0,4,42.2,Fair
2008,812,14400000,11700000,715968.0,100.0,46,1597726.0,5.0,4,56.5,Fair
2009,804,12500000,9900000,633775.0,87.2,43,1000641.0,12.0,5,49.9,Fair
2010,874,1000000,300000,52715.0,80.9,7,64034.0,,5,47.5,Poor
2011,516,4200000,5100000,3227623.1829151404,41.4,5,420082.0,6.0,5,51.5,Fair
2012,402,13100000,6100000,607692.0,22.6,28,1151052.0,,4,40.7,Fair
2013,330,1000000,2800000,277664.0,11.4,3,273178.0,0.0,3,27.9,Poor
2014,867,10000000,9400000,698471.0,100.0,28,711690.0,12.0,3,65.9,Good
2015,844,11000000,10700000,863917.0,100.0,36,1240869.0,12.0,4,78.6,Good
2016,310,3900000,4200000,264176.0,0.0,4,221526.0,,3,41.8,Fair
2017,535,4000000,3400000,485587.0,32.6,24,898127.0,0.0,3,43.7,Fair
2018,323,4400000,8100000,589984.0,0.0,4,1121293.0,0.0,4,35.9,Poor
2019,686,5900000,4400000,759506.0,82.6,34,1074844.0,,4,53.2,Fair
2020,465,700000,2000000,,,3,160430.0,,3,35.8,Poor
2021,547,10200000,5700000,463743.0,40.1,16,296483.0,,3,52.7,Fair
2022,649,10200000,4500000,507455.0,59.2,29,338946.0,10.0,5,52.9,Fair
2023,670,5400000,12900000,869710.0,93.6,35,1017306.0,9.0,5,51.5,Fair
2024,408,5100000,3700000,475596.0,30.7,15,693615.0,2.0,3,35.9,Poor
2025,303,9200000,6900000,3890903.236198913,11.2,12,445619.0,3.0,3,51.2,Fair
2026,497,2200000,9600000,882705.0,15.7,22,765340.0,4.0,4,52.7,Fair
2027,740,16900000,5100000,1100432.0,91.6,79,1593022.0,10.0,4,63.5,Good
2028,309,3900000,3300000,328085.0,0.0,4,226597.0,,4,42.7,Fair
2029,769,2400000,14200000,854472.0,64.0,42,918095.0,12.0,4,54.4,Fair
2030,420,3300000,3000000,192647.0,17.5,12,163774.0,,3,39.1,Poor
2031,540,1400000,1300000,149240.0,34.0,6,99962.0,,3,41.8,Excellent
2032,806,3600000,2500000,345150.0,86.9,36,349443.0,6.0,5,59.3,Fair
2033,723,0,1600000,,,3,,,2,43.0,Fair
2034,565,2700000,1800000,260651.0,66.2,2,143459.0,,3,47.1,Fair
2035,374,3500000,3500000,261069.0,36.0,3,253791.0,,3,29.2,Poor
2036,509,3100000,2700000,417142.0,4.1,10,162360.0,,4,43.3,Fair
2037,728,9900000,9800000,905344.0,94.9,22,986947.0,10.0,4,69.3,Good
2038,396,4300000,5400000,,,27,879167.0,0.0,4,48.3,Fair
2039,667,6600000,2000000,3173392.7834144006,82.1,8,,,5,49.3,Fair
2040,583,5500000,3600000,,,5,231075.0,11.0,4,40.4,Fair
2041,459,1400000,8100000,,,11,375172.0,,3,31.6,Poor
2042,635,6400000,4700000,301335.0,57.8,14,269133.0,5.0,4,54.6,Fair
2043,604,8800000,4700000,760113.0,77.5,25,643024.0,11.0,4,56.6,Fair
2044,796,1600000,4800000,2206788.5346265384,66.8,52,304669.0,12.0,4,58.7,Fair
2045,416,4800000,4100000,300178.0,33.9,6,207625.0,0.0,4,50.3,Fair
2046,311,5600000,1600000,,,2,308558.0,,4,37.4,Poor
2047,833,16200000,6600000,998627.0,100.0,52,,,5,71.9,Poor
2048,543,5200000,4200000,357979.0,86.9,2,352125.0,3.0,4,40.2,Fair
2049,751,7900000,7400000,729219.0,71.8,46,1051415.0,9.0,5,69.4,Good
2050,885,1200000,4700000,826798.0,100.0,30,1147465.0,12.0,4,63.7,Fair
2051,346,9300000,4500000,772300.0,8.9,26,1110348.0,,4,39.4,Poor
2052,588,9500000,6400000,556550.0,75.1,32,740858.0,,3,53.6,Fair
2053,488,3500000,10900000,824207.0,35.4,12,,0.0,3,59.4,Fair
2054,765,200000,1300000,,,0,199432.0,,3,63.4,Good
2055,337,500000,9800000,630862.0,32.8,14,695109.0,,5,33.9,Poor
2056,515,4700000,5700000,377691.0,31.4,29,335306.0,0.0,4,52.6,Poor
2057,555,13800000,7100000,691625.0,21.8,37,853734.0,,5,54.9,Fair
2058,702,2400000,6300000,598925.0,63.5,24,393137.0,9.0,4,60.3,Good
2059,457,1800000,6700000,559362.0,41.3,23,538344.0,,3,45.5,Fair
2060,425,4900000,4500000,738941.0,49.6,24,700247.0,6.0,5,48.9,Fair
2061,583,7900000,6600000,387966.0,54.1,16,314795.0,,4,57.0,Fair
2062,877,9900000,9500000,767258.0,100.0,35,637378.0,,3,58.1,Fair
2063,522,5300000,13200000,,,36,642440.0,,4,53.0,Fair
2064,687,1200000,1300000,205813.0,62.2,2,276972.0,4.0,4,44.0,Fair
2065,856,5200000,6400000,531331.0,94.4,19,519864.0,9.0,3,60.2,Good
2066,543,14400000,11200000,870788.0,43.0,24,1797407.0,2.0,5,55.4,Fair
2067,576,2800000,4700000,584572.0,52.3,18,1404601.0,,3,45.3,Fair
2068,856,12700000,6000000,656238.0,100.0,21,1124102.0,,5,62.6,Good
2069,722,4200000,3200000,222291.0,68.2,12,134245.0,12.0,2,46.1,Fair
2070,653,1400000,6400000,563717.0,66.7,25,1117250.0,5.0,3,49.1,Fair
2071,480,11300000,4900000,882601.0,33.3,59,904948.0,0.0,5,54.0,Fair
2072,477,700000,5500000,460520.0,16.9,0,388803.0,,3,47.7,Fair
2073,885,400000,200000,20312.0,100.0,4,15947.0,,2,49.7,Excellent
2074,530,3600000,12300000,750376.0,40.2,37,682789.0,,2,56.8,Fair
2075,870,8800000,10000000,745892.0,99.0,66,975761.0,12.0,3,69.6,Good
2076,395,800000,2400000,,,1,257283.0,,5,43.4,Fair
2077,771,800000,1100000,113424.0,86.1,1,65709.0,,4,42.7,Fair
2078,579,100000,100000,13516.0,43.6,0,20406.0,5.0,4,39.7,Poor
2079,798,200000,1400000,68871.0,100.0,1,92748.0,,2,54.3,Fair
2080,473,600000,12400000,736586.0,11.9,9,689374.0,2.0,4,36.6,Poor
2081,304,600000,700000,71253.0,0.0,1,49469.0,0.0,2,43.3,Fair
2082,678,16400000,12000000,850453.0,100.0,28,548161.0,,4,57.2,Fair
2083,745,2000000,2100000,171931.0,61.6,1,122999.0,6.0,4,55.9,Fair
2084,835,1200000,1100000,161077.0,71.5,10,134148.0,,3,61.2,Good
2085,848,4800000,3600000,500930.0,100.0,36,513368.0,,4,62.6,Good
2086,872,1900000,5000000,,,41,592683.0,11.0,4,70.2,Good
2087,608,15500000,5200000,739400.0,52.2,48,1187002.0,5.0,5,66.8,Good
2088,758,2700000,6000000,,,18,520219.0,7.0,4,50.9,Good
2089,841,1000000,1000000,100370.0,69.1,12,96635.0,10.0,3,55.8,Fair
2090,618,1200000,500000,62521.0,22.5,2,47004.0,,4,49.7,Fair
2091,457,100000,400000,,,4,24844.0,1.0,3,24.9,Poor
2092,844,6000000,4200000,346965.0,100.0,36,436797.0,11.0,5,66.3,Good
2093,776,0,1400000,108654.0,100.0,4,114725.0,,4,59.4,Fair
2094,520,6400000,2200000,368077.0,31.9,14,345749.0,1.0,2,53.9,Fair
2095,648,1700000,1600000,272229.0,75.7,1,368607.0,,3,51.8,Fair
2096,654,15200000,5000000,740373.0,89.4,24,1167681.0,3.0,3,66.2,Good
2097,342,5600000,5800000,748124.0,42.3,27,685261.0,0.0,5,44.1,Fair
2098,808,900000,800000,,,2,29500.0,,4,46.0,Fair
2099,429,7300000,3300000,388689.0,0.0,5,430684.0,,4,40.9,Fair
2100,538,4200000,7500000,540046.0,29.4,8,430326.0,,2,47.1,Fair
2101,533,5600000,3900000,383826.0,35.7,11,510835.0,,4,47.0,Fair
2102,394,2600000,4000000,,,3,268223.0,0.0,4,38.1,Poor
2103,771,12800000,4000000,710662.0,81.4,37,491207.0,9.0,4,61.1,Good
2104,792,6100000,4900000,360391.0,100.0,17,408969.0,9.0,4,59.6,Fair
2105,407,9100000,4600000,665789.0,44.4,40,1500261.0,0.0,3,53.7,Fair
2106,544,2800000,6400000,502674.0,42.2,10,435431.0,,3,48.7,Fair
2107,509,5200000,6100000,789089.0,59.0,29,962773.0,6.0,3,53.6,Fair
2108,320,3600000,8300000,,,24,492316.0,3.0,4,27.3,Poor
2109,496,7000000,4000000,601175.0,38.1,44,651345.0,0.0,3,48.9,Fair
2110,652,7300000,6800000,869116.0,80.4,28,1542494.0,,4,63.3,Good
2111,806,800000,500000,77133.0,92.2,3,104712.0,,2,59.5,Fair
2112,821,1900000,1500000,127739.0,100.0,1,91372.0,12.0,4,61.5,Good
2113,618,10800000,10600000,886097.0,32.3,39,1089458.0,0.0,5,59.3,Fair
2114,729,9000000,8400000,734484.0,68.2,27,870966.0,10.0,3,62.7,Good
2115,839,8600000,3500000,444807.0,94.3,25,505574.0,12.0,4,58.3,Fair
2116,318,2100000,1500000,165056.0,13.9,1,169823.0,,3,38.8,Poor
2117,404,6000000,2700000,374319.0,43.7,10,407445.0,2.0,3,38.4,Poor
2118,581,1500000,3400000,,,25,194562.0,8.0,4,50.7,Fair
2119,596,400000,1500000,182485.0,28.7,9,204505.0,8.0,3,45.6,Fair
2120,415,11900000,3900000,589785.0,38.0,20,542290.0,10.0,3,45.7,Fair
2121,728,2000000,4600000,281664.0,90.9,6,193295.0,12.0,3,58.3,Fair
2122,666,4000000,4900000,,,9,735450.0,,4,57.0,Fair
2123,675,7200000,6500000,399177.0,68.0,32,439091.0,,4,55.7,Fair
2124,304,5200000,3100000,336021.0,0.0,8,213944.0,,3,34.3,Fair
2125,474,9000000,9400000,,,31,1270193.0,6.0,5,56.5,Fair
2126,370,2200000,6600000,410363.0,0.0,3,460885.0,,4,40.8,Fair
2127,596,10900000,7900000,467320.0,68.9,26,644088.0,3.0,4,56.3,Fair
2128,567,1900000,2700000,282856.0,51.4,7,402655.0,,4,46.6,Fair
2129,671,3600000,5800000,383225.0,44.2,26,322803.0,,3,48.9,Fair
2130,819,300000,400000,20820.0,100.0,1,18742.0,,2,52.4,Fair
2131,829,7300000,7300000,6525470.295604171,69.0,32,356129.0,,4,60.4,Good
2132,454,500000,300000,34501.0,35.6,1,39425.0,,2,38.2,Poor
2133,399,3200000,6500000,,,20,470525.0,1.0,4,24.6,Poor
2134,784,11400000,8600000,662320.0,80.4,30,898879.0,12.0,3,60.0,Good
2135,538,16400000,4600000,806402.0,53.3,40,957832.0,11.0,4,54.2,Fair
2136,759,7100000,3100000,546630.0,92.1,11,1228751.0,12.0,4,54.2,Fair
2137,699,13400000,4800000,653656.0,96.3,19,1179849.0,9.0,5,60.7,Good
2138,347,1300000,1700000,145839.0,9.5,2,45488.0,,3,32.3,Poor
2139,598,3600000,8600000,532913.0,60.2,26,684581.0,,3,51.1,Fair
2140,406,6200000,5800000,755763.0,13.4,21,769973.0,0.0,4,43.1,Fair
2141,860,3300000,5100000,399485.0,100.0,19,452485.0,12.0,3,66.0,Good
2142,806,4400000,2800000,,,25,387905.0,,3,61.6,Good
2143,448,3800000,1600000,158605.0,26.8,5,122188.0,,5,42.4,Fair
2144,393,2200000,8200000,,,18,616900.0,4.0,4,41.9,Fair
2145,811,5000000,5000000,566268.0,97.7,23,389462.0,12.0,4,74.3,Good
2146,829,2100000,2600000,,,15,380871.0,12.0,3,56.8,Fair
2147,700,3000000,8900000,592482.0,60.2,11,778212.0,8.0,3,52.3,Fair
2148,719,200000,3100000,,,2,356963.0,,2,46.1,Fair
2149,430,8000000,10500000,896590.0,52.0,18,1300368.0,0.0,4,53.5,Fair
2150,338,1000000,400000,,,2,32542.0,,4,41.0,Fair
2151,695,6900000,4300000,332357.0,67.4,33,358366.0,,4,49.9,Fair
2152,374,13700000,4500000,685583.0,0.0,25,1330434.0,,3,43.1,Fair
2153,609,0,2500000,264124.0,41.8,1,131909.0,,2,44.2,Fair
2154,631,5500000,7500000,910270.0,83.9,44,1076300.0,4.0,4,55.9,Fair
2155,439,1400000,1900000,249268.0,29.5,16,315670.0,0.0,5,31.0,Poor
2156,837,7700000,2500000,380344.0,86.3,24,322173.0,,5,65.5,Good
2157,833,2500000,4200000,,,19,389684.0,12.0,4,64.7,Good
2158,863,900000,3400000,325850.0,86.1,2,324415.0,10.0,4,49.0,Fair
2159,684,600000,2600000,200015.0,96.6,8,132996.0,2.0,3,58.4,Fair
2160,542,2600000,4700000,612046.0,69.3,36,254696.0,5.0,5,57.0,Good
2161,753,4200000,3000000,423002.0,73.2,22,392123.0,,4,41.0,Good
2162,512,9200000,3500000,573485.0,28.4,4,613607.0,5.0,5,37.6,Poor
2163,385,4000000,4000000,282138.0,0.0,2,447036.0,,3,38.7,Poor
2164,749,7900000,8600000,622921.0,54.3,38,737741.0,,3,66.2,Good
2165,618,100000,4300000,386216.0,34.0,0,,,3,49.3,Fair
2166,583,800000,1100000,,,4,33508.0,,3,43.1,Fair
2167,655,0,7100000,383903.0,58.7,15,517911.0,11.0,1,52.8,Fair
2168,380,10800000,6200000,599286.0,0.0,10,770838.0,0.0,5,40.1,Fair
2169,679,3700000,5600000,331847.0,63.7,16,284626.0,3.0,4,59.3,Fair
2170,410,6800000,5800000,397713.0,31.1,5,294770.0,0.0,5,41.9,Fair
2171,590,5200000,3000000,309713.0,62.8,11,444179.0,,3,40.4,Fair
2172,397,600000,3000000,476623.0,0.0,1,703194.0,,5,35.8,Poor
2173,425,500000,300000,40891.0,22.3,1,27099.0,1.0,3,36.8,Poor
2174,383,3500000,5800000,,,33,,0.0,4,38.8,Poor
2175,406,12400000,4300000,,,10,631042.0,0.0,5,43.0,Excellent
2176,563,9400000,8000000,686095.0,62.7,10,785549.0,4.0,4,53.0,Excellent
2177,782,4000000,9600000,,,25,,10.0,4,61.3,Good
2178,852,200000,1000000,55452.0,85.1,4,28886.0,12.0,3,46.5,Fair
2179,753,12200000,8000000,761561.0,73.3,33,1370061.0,,3,67.9,Good
2180,489,2900000,1900000,255192.0,0.0,17,128656.0,5.0,3,42.5,Fair
2181,586,1400000,7000000,391754.0,58.6,26,285294.0,,2,50.2,Excellent
2182,560,10700000,3600000,644321.0,43.1,27,470161.0,0.0,4,52.8,Fair
2183,487,9700000,4100000,486632.0,52.8,17,372756.0,10.0,4,45.2,Fair
2184,434,2900000,6700000,667092.0,6.4,5,270127.0,3.0,4,49.0,Fair
2185,504,3200000,2500000,236225.0,27.2,10,241579.0,0.0,3,44.6,Fair
2186,827,15900000,11000000,966785.0,67.4,47,1913035.0,8.0,5,68.8,Good
2187,657,2900000,6200000,662937.0,46.9,32,663478.0,,4,41.6,Fair
2188,447,11100000,6400000,586018.0,7.1,14,457409.0,,2,51.2,Fair
2189,834,3400000,3100000,336369.0,100.0,7,,,4,58.4,Fair
2190,354,2300000,6800000,,,1,618761.0,0.0,3,43.2,Fair
2191,883,1600000,6000000,424704.0,100.0,3,337408.0,12.0,3,70.3,Good
2192,641,2400000,2700000,293669.0,55.3,0,307445.0,11.0,4,54.2,Fair
2193,621,7900000,10200000,757017.0,35.8,13,1031703.0,4.0,3,55.0,Fair
2194,587,9300000,9700000,671765.0,49.7,43,607696.0,7.0,4,52.3,Fair
2195,424,3000000,5600000,481565.0,35.2,11,430196.0,0.0,4,55.8,Poor
2196,515,3600000,9100000,,,7,552149.0,0.0,3,49.8,Fair
2197,592,3900000,2800000,185974.0,68.2,0,118179.0,5.0,5,48.5,Fair
2198,319,16500000,6600000,11521706.874983435,0.0,16,1490281.0,,5,47.1,Fair
2199,360,300000,600000,67501.0,4.6,2,,,4,27.7,Poor
2200,535,12800000,4800000,673908.0,53.3,12,753171.0,0.0,3,41.5,Fair
2201,666,2400000,3800000,,,3,206574.0,8.0,3,59.1,Fair
2202,419,0,5100000,,,1,1684118.0,7.0,3,38.9,Poor
2203,640,11400000,3800000,676585.0,56.3,36,658405.0,7.0,4,55.0,Fair
2204,545,5200000,7300000,634471.0,47.8,32,827091.0,5.0,4,49.9,Fair
2205,843,6900000,2200000,363746.0,54.4,20,519364.0,12.0,4,68.8,Good
2206,559,6100000,12100000,949765.0,14.9,27,397272.0,8.0,3,50.0,Fair
2207,650,1300000,500000,54786.0,74.8,12,55540.0,7.0,3,47.7,Fair
2208,479,6000000,4700000,293713.0,52.6,14,268758.0,0.0,3,47.0,Fair
2209,324,100000,100000,18884.0,0.0,1,15798.0,,2,20.4,Good
2210,354,4500000,5200000,456348.0,7.8,3,401894.0,,4,32.2,Poor
2211,521,1200000,3700000,201440.0,46.6,2,249263.0,,4,39.3,Poor
2212,505,4900000,6100000,423027.0,51.0,16,210488.0,0.0,4,47.5,Fair
2213,436,0,700000,41337.0,0.0,1,34436.0,,1,33.8,Poor
2214,683,4900000,3200000,237940.0,53.5,20,307436.0,7.0,3,51.8,Fair
2215,348,700000,1000000,129274.0,5.2,3,282357.0,0.0,3,37.2,Poor
2216,867,8300000,3600000,444447.0,100.0,13,285772.0,10.0,3,58.6,Fair
2217,880,1800000,2100000,,,2,114022.0,12.0,2,56.8,Fair
2218,673,8600000,5000000,593674.0,63.6,32,551379.0,8.0,5,55.6,Fair
2219,482,900000,6100000,374703.0,9.2,2,393475.0,,3,38.2,Poor
2220,767,10500000,7700000,710514.0,91.3,39,1136978.0,12.0,4,74.1,Good
2221,760,2300000,7200000,,,19,387853.0,12.0,3,45.2,Fair
2222,857,500000,300000,,,2,58287.0,,3,59.9,Fair
2223,735,9100000,11200000,825866.0,62.2,55,1363373.0,,5,65.4,Good
2224,810,3300000,3700000,195665.0,100.0,17,256602.0,7.0,3,61.0,Good
2225,680,3400000,1700000,,,4,213144.0,12.0,2,52.1,Fair
2226,889,4200000,7400000,7651424.616381995,86.8,40,493215.0,,4,71.4,Good
2227,688,300000,200000,29096.0,77.2,3,24080.0,,2,42.8,Fair
2228,531,4500000,2900000,425519.0,61.0,32,414168.0,6.0,4,49.5,Fair
2229,660,3700000,4500000,242112.0,86.7,3,205178.0,,2,51.5,Fair
2230,414,2200000,2500000,195468.0,21.5,12,326461.0,0.0,2,37.6,Poor
2231,528,100000,8700000,,,18,517677.0,3.0,4,45.7,Fair
2232,817,1600000,8000000,855306.0,100.0,51,1197521.0,7.0,4,56.9,Fair
2233,799,5500000,5300000,,,31,1147904.0,12.0,4,56.7,Fair
2234,655,10300000,8100000,710483.0,72.5,51,829495.0,8.0,5,65.0,Good
2235,546,3100000,3700000,314198.0,21.0,22,251297.0,10.0,4,61.7,Good
2236,745,8200000,7200000,809226.0,99.4,41,679157.0,12.0,5,63.9,Good
2237,884,5400000,3700000,358879.0,99.8,31,615581.0,12.0,3,66.8,Good
2238,822,10000000,12100000,857406.0,100.0,45,1012361.0,12.0,5,67.8,Good
2239,623,4000000,5700000,,,6,,,3,54.3,Fair
2240,361,5000000,5500000,,,11,173309.0,4.0,3,43.2,Fair
2241,778,2700000,9200000,6058114.809779621,100.0,27,367359.0,11.0,3,64.6,Good
2242,779,1800000,1600000,84373.0,100.0,1,62324.0,10.0,3,61.0,Good
2243,594,200000,8900000,587548.0,69.8,3,519868.0,,4,44.0,Fair
2244,530,10500000,12100000,712996.0,29.1,25,964913.0,,4,67.0,Good
2245,324,2600000,2000000,,,0,151912.0,,3,36.7,Poor
2246,394,2000000,3000000,194628.0,21.8,8,168703.0,,4,38.6,Poor
2247,816,6300000,4900000,,,31,333319.0,,5,56.7,Fair
2248,423,700000,1400000,66426.0,54.7,1,55232.0,,2,33.8,Poor
2249,539,9800000,4800000,544904.0,47.0,36,507808.0,,3,53.4,Fair
2250,554,6600000,5600000,643964.0,0.0,27,450174.0,,4,54.1,Fair
2251,523,9300000,9500000,625301.0,47.7,6,1081826.0,8.0,4,53.1,Poor
2252,852,10400000,5000000,494003.0,92.6,17,304070.0,12.0,4,60.7,Good
2253,505,2400000,1400000,127912.0,37.1,0,188467.0,,3,28.1,Poor
2254,430,2800000,1900000,179535.0,18.8,1,166008.0,,4,30.4,Poor
2255,784,600000,4900000,292088.0,100.0,6,203632.0,,4,55.1,Fair
2256,380,7400000,7500000,837791.0,36.9,31,1463033.0,4.0,4,47.3,Fair
2257,565,8600000,9400000,759367.0,54.0,40,999818.0,4.0,3,50.7,Fair
2258,446,7300000,8200000,702040.0,22.1,30,801797.0,,3,43.5,Fair
2259,406,4900000,7100000,513264.0,20.5,2,793168.0,0.0,4,45.0,Fair
2260,712,2200000,1200000,,,2,184708.0,6.0,2,51.2,Fair
2261,729,16200000,11900000,844410.0,63.0,49,1235007.0,7.0,4,60.2,Good
2262,508,2800000,4600000,447733.0,49.4,26,857125.0,0.0,4,37.3,Poor
2263,648,7900000,6200000,700203.0,71.6,23,751200.0,7.0,2,51.2,Fair
2264,346,1800000,8200000,720641.0,38.5,28,1010630.0,,5,45.8,Fair
2265,394,5700000,11100000,759779.0,41.8,22,389168.0,0.0,4,39.6,Poor
2266,501,6600000,4600000,324734.0,25.4,15,393990.0,,4,49.1,Fair
2267,655,1200000,8700000,,,29,2145303.0,9.0,4,61.7,Good
2268,662,7000000,4100000,539093.0,48.7,15,292298.0,6.0,3,50.6,Fair
2269,820,4800000,12700000,778036.0,100.0,30,1905780.0,12.0,5,61.0,Good
2270,521,14500000,6900000,903229.0,32.0,32,1667043.0,7.0,5,59.9,Fair
2271,473,8800000,8700000,657552.0,14.5,23,370937.0,5.0,5,54.5,Fair
2272,561,300000,600000,,,1,31967.0,,2,36.8,Poor
2273,461,2400000,7200000,672109.0,0.0,9,839080.0,,4,37.2,Poor
2274,715,6100000,8200000,607339.0,43.5,27,909609.0,8.0,3,64.1,Good
2275,440,1300000,4700000,324045.0,24.0,2,310003.0,1.0,2,44.1,Fair
2276,749,1200000,10100000,694738.0,82.4,39,933455.0,12.0,4,60.0,Good
2277,787,10600000,10600000,831997.0,80.9,47,1582085.0,12.0,3,68.8,Good
2278,748,8800000,8600000,528164.0,52.3,23,914361.0,5.0,4,52.9,Fair
2279,321,3300000,3400000,,,12,761743.0,0.0,5,40.4,Fair
2280,303,400000,1000000,,,1,49701.0,,2,28.6,Poor
2281,682,1000000,2100000,114628.0,79.7,4,,7.0,3,51.8,Fair
2282,638,4900000,3500000,251984.0,61.3,26,553307.0,5.0,2,54.8,Fair
2283,440,14500000,10300000,,,20,559439.0,3.0,3,53.2,Fair
2284,873,200000,2400000,,,0,144563.0,,3,59.2,Fair
2285,437,13700000,12900000,872146.0,13.2,26,733688.0,0.0,4,52.0,Fair
2286,796,9200000,7700000,794361.0,84.1,37,1343010.0,10.0,4,65.1,Good
2287,824,8000000,3900000,656365.0,68.7,26,331624.0,12.0,2,64.9,Good
2288,338,0,100000,11794.0,7.5,1,,0.0,1,22.7,Poor
2289,575,1500000,6600000,393216.0,70.7,7,891684.0,9.0,4,45.7,Fair
2290,773,6800000,6000000,,,19,,10.0,3,60.3,Good
2291,733,4500000,6200000,462918.0,100.0,13,357538.0,,3,59.6,Fair
2292,475,4300000,4500000,,,2,495750.0,6.0,2,40.6,Fair
2293,677,3900000,4100000,627535.0,92.6,38,591503.0,,4,49.6,Fair
2294,403,3700000,10000000,658743.0,17.3,21,349414.0,5.0,4,34.9,Poor
2295,767,10800000,9600000,661928.0,100.0,28,490497.0,11.0,5,55.0,Fair
2296,813,10900000,4400000,585062.0,91.7,24,876144.0,,3,59.7,Excellent
2297,597,13500000,10100000,651404.0,67.2,47,1264467.0,7.0,4,51.9,Fair
2298,896,4400000,13100000,862943.0,100.0,27,426497.0,,4,65.2,Good
2299,810,4200000,5200000,375203.0,88.1,12,270061.0,,2,52.5,Fair
2300,337,0,600000,55456.0,13.2,2,,,3,20.5,Poor
2301,792,14100000,11900000,1040186.0,100.0,38,1023083.0,12.0,4,69.1,Good
2302,784,100000,500000,37639.0,84.6,0,23927.0,,3,49.6,Fair
2303,434,17900000,6900000,995861.0,2.4,46,1502701.0,,4,57.3,Fair
2304,384,1600000,7000000,733408.0,56.0,4,590880.0,,3,46.5,Fair
2305,642,15400000,5800000,855166.0,53.9,23,,,4,60.3,Good
2306,314,4600000,8100000,795271.0,8.1,15,556502.0,,5,41.0,Fair
2307,606,14900000,12200000,846869.0,76.9,27,1304103.0,3.0,4,61.8,Good
2308,843,200000,5600000,541069.0,86.3,12,303884.0,6.0,4,67.0,Good
2309,778,800000,2800000,,,12,189821.0,8.0,4,50.2,Fair
2310,718,12200000,9000000,618165.0,80.1,36,885592.0,,4,62.9,Good
2311,437,7300000,8800000,623233.0,0.0,14,1334869.0,3.0,2,42.7,Poor
2312,586,400000,100000,22303.0,47.4,3,20918.0,,3,41.9,Fair
2313,777,400000,3300000,164325.0,90.2,1,155096.0,,3,58.2,Fair
2314,525,10200000,6100000,835747.0,37.1,41,524237.0,3.0,3,51.1,Fair
2315,632,8500000,4400000,665163.0,32.8,31,1107508.0,,4,49.9,Fair
2316,337,2200000,1700000,,,2,164318.0,,3,32.6,Poor
2317,458,1800000,11700000,774975.0,32.2,12,940650.0,12.0,4,40.7,Fair
2318,364,500000,2000000,165363.0,39.7,0,186617.0,0.0,3,29.2,Poor
2319,499,6300000,7400000,877113.0,32.8,39,1077521.0,2.0,5,57.5,Fair
2320,887,1200000,1700000,134412.0,89.1,3,132134.0,12.0,3,60.8,Good
2321,882,2200000,2900000,165276.0,100.0,20,107882.0,12.0,4,55.1,Fair
2322,817,2500000,2100000,325340.0,88.9,9,394573.0,10.0,3,52.7,Fair
2323,704,100000,200000,,,3,6733.0,12.0,2,38.7,Poor
2324,742,2000000,1200000,1017409.229502588,100.0,2,74315.0,12.0,3,48.6,Fair
2325,393,300000,3100000,242208.0,7.8,4,151351.0,,4,42.9,Fair
2326,828,800000,900000,82322.0,61.6,1,105552.0,12.0,3,53.3,Fair
2327,779,15100000,10400000,720463.0,100.0,37,968370.0,9.0,4,74.9,Good
2328,860,900000,5600000,3852715.0976965395,91.2,34,365696.0,12.0,4,60.3,Good
2329,432,3700000,3700000,266082.0,14.8,8,190836.0,1.0,3,38.1,Poor
2330,532,7400000,13100000,7609168.400195736,11.4,19,994421.0,1.0,5,57.1,Fair
2331,678,1000000,900000,86232.0,99.9,2,90033.0,9.0,2,39.0,Poor
2332,601,7800000,11500000,715077.0,32.0,38,1178398.0,12.0,5,55.1,Fair
2333,807,9800000,7000000,659201.0,92.1,46,1544878.0,,4,57.1,Fair
2334,879,7500000,5400000,,,29,372201.0,,3,51.4,Fair
2335,665,5400000,2500000,,,20,560310.0,,3,51.3,Fair
